"latitude","longitude","room_type","price","guests_included","minimum_nights","review_scores_rating","cancellation_policy","host_is_superhost","number_of_reviews","number_of_reviews_ltm","bathrooms","bedrooms","beds","bed_type","has_reviews"
30.33073,-97.73576,"Entire home/apt",95,1,2,99,"moderate","t",18,6,1,3,4,"Real Bed",TRUE
30.25828,-97.76484,"Entire home/apt",150,2,4,100,"flexible","t",2,2,1,1,1,"Real Bed",TRUE
30.16176,-97.78459,"Entire home/apt",99,1,2,100,"flexible","t",12,0,1,1,2,"Real Bed",TRUE
30.25991,-97.77794,"Private room",140,2,3,100,"flexible","f",4,0,1,1,1,"Real Bed",TRUE
30.26267,-97.7637,"Entire home/apt",300,1,2,100,"flexible","f",1,0,2,2,2,"Real Bed",TRUE
30.26032,-97.74516,"Entire home/apt",300,1,2,80,"flexible","f",2,0,1,1,1,"Real Bed",TRUE
30.2165,-97.77504,"Entire home/apt",130,1,2,99,"strict_14_with_grace_period","f",35,22,2,2,2,"Real Bed",TRUE
30.34469,-97.86141,"Private room",50,1,1,99,"flexible","t",18,10,1,1,2,"Real Bed",TRUE
30.28676,-97.7455,"Entire home/apt",489,16,1,96,"strict_14_with_grace_period","t",111,68,2,2,11,"Real Bed",TRUE
30.24342,-97.89105,"Private room",69,1,2,99,"moderate","t",48,26,1,1,1,"Real Bed",TRUE
30.42312,-97.72371,"Entire home/apt",185,1,2,99,"flexible","t",36,14,2,2,2,"Real Bed",TRUE
30.24233,-97.7465,"Entire home/apt",250,1,1,100,"moderate","f",1,0,1,0,1,"Real Bed",TRUE
30.42958,-97.76743,"Private room",50,2,1,84,"strict_14_with_grace_period","f",5,0,1,1,1,"Real Bed",TRUE
30.27885,-97.77054,"Entire home/apt",250,1,2,100,"flexible","t",14,14,1,2,2,"Real Bed",TRUE
30.2104,-97.84796,"Entire home/apt",229,4,2,97,"strict_14_with_grace_period","f",8,1,2,3,3,"Real Bed",TRUE
30.19117,-97.74088,"Entire home/apt",100,1,1,96,"flexible","f",73,40,1.5,1,3,"Real Bed",TRUE
30.26032,-97.77945,"Private room",140,2,3,100,"flexible","f",3,0,1,1,2,"Real Bed",TRUE
30.35157,-97.68425,"Entire home/apt",300,1,3,87,"strict_14_with_grace_period","f",4,3,3,4,4,"Real Bed",TRUE
30.32044,-97.71952,"Entire home/apt",460,1,3,100,"strict_14_with_grace_period","f",1,1,2,3,4,"Real Bed",TRUE
30.32673,-97.73412,"Entire home/apt",259,1,2,96.176,"strict_14_with_grace_period","f",0,0,1,1,1,"Real Bed",FALSE
30.31237,-97.71001,"Private room",35,2,2,96,"moderate","t",39,15,1.5,1,1,"Real Bed",TRUE
30.2441,-97.77186,"Entire home/apt",149,2,2,99,"strict_14_with_grace_period","t",40,32,1,1,1,"Real Bed",TRUE
30.25253,-97.72394,"Entire home/apt",225,1,2,100,"flexible","f",1,0,2,2,2,"Real Bed",TRUE
30.2993,-97.73635,"Entire home/apt",80,1,7,100,"flexible","f",6,0,1,1,1,"Real Bed",TRUE
30.3606,-97.67679,"Private room",24,1,3,97,"moderate","f",15,2,1,1,1,"Real Bed",TRUE
30.25145,-97.77178,"Entire home/apt",375,1,3,96.176,"moderate","f",0,0,2.5,2,3,"Real Bed",FALSE
30.24345,-97.88962,"Entire home/apt",85,4,2,97,"strict_14_with_grace_period","f",38,20,1.5,2,3,"Real Bed",TRUE
30.2745,-97.6826,"Entire home/apt",500,1,2,100,"flexible","f",1,1,2.5,3,4,"Real Bed",TRUE
30.25652,-97.76044,"Entire home/apt",275,1,3,96.176,"strict_14_with_grace_period","f",0,0,1,1,1,"Real Bed",FALSE
30.28204,-97.75598,"Private room",85,1,1,99,"strict_14_with_grace_period","t",63,42,1,1,1,"Real Bed",TRUE
30.25319,-97.73457,"Entire home/apt",186,1,3,96.176,"flexible","f",0,0,1,2,2,"Real Bed",FALSE
30.25511,-97.7607,"Entire home/apt",92,1,1,99,"strict_14_with_grace_period","f",15,1,1,0,1,"Real Bed",TRUE
30.2182,-97.78211,"Private room",31,3,2,98,"moderate","t",26,8,1,1,1,"Real Bed",TRUE
30.24856,-97.75913,"Entire home/apt",109,1,2,99,"moderate","t",124,67,1,1,1,"Real Bed",TRUE
30.37737,-97.65049,"Private room",30,1,1,97,"flexible","t",54,31,1,1,1,"Real Bed",TRUE
30.2546,-97.73388,"Entire home/apt",189,8,2,97,"super_strict_30","f",37,21,2.5,3,5,"Real Bed",TRUE
30.24362,-97.78335,"Entire home/apt",289,1,2,99,"strict_14_with_grace_period","t",42,19,2,4,4,"Real Bed",TRUE
30.31815,-97.68819,"Entire home/apt",125,4,1,90,"strict_14_with_grace_period","f",2,2,2,3,3,"Real Bed",TRUE
30.23444,-97.76603,"Shared room",18,1,1,97,"moderate","f",35,0,1,1,1,"Real Bed",TRUE
30.31071,-97.7231,"Entire home/apt",100,1,2,100,"moderate","t",83,49,1,1,1,"Real Bed",TRUE
30.26309,-97.7138,"Shared room",53,1,1,99,"moderate","t",17,5,4.5,1,6,"Real Bed",TRUE
30.4366,-97.83679,"Private room",150,1,1,100,"flexible","f",3,0,1,1,1,"Real Bed",TRUE
30.24208,-97.77502,"Entire home/apt",125,2,2,98,"moderate","t",50,26,2,2,2,"Real Bed",TRUE
30.2388,-97.7137,"Entire home/apt",100,1,1,100,"flexible","f",2,0,2,2,2,"Real Bed",TRUE
30.33166,-97.74279,"Private room",59,1,2,97,"moderate","t",30,21,1,1,1,"Real Bed",TRUE
30.24103,-97.73233,"Entire home/apt",97,1,5,94,"strict_14_with_grace_period","f",7,2,1,1,1,"Real Bed",TRUE
30.25276,-97.7691,"Private room",45,1,2,92,"strict_14_with_grace_period","f",13,1,1,1,1,"Real Bed",TRUE
30.21787,-97.78871,"Entire home/apt",250,1,2,100,"moderate","f",1,0,1,3,3,"Real Bed",TRUE
30.28798,-97.74551,"Entire home/apt",150,4,2,100,"flexible","f",3,0,1,2,2,"Real Bed",TRUE
30.25955,-97.69911,"Entire home/apt",159,1,1,99,"strict_14_with_grace_period","t",93,36,1,2,0,"Real Bed",TRUE
30.31467,-97.80322,"Private room",50,1,1,98,"moderate","f",8,7,1.5,1,1,"Real Bed",TRUE
30.27191,-97.80812,"Private room",195,1,2,96,"flexible","f",11,2,1,2,2,"Real Bed",TRUE
30.24048,-97.74715,"Private room",79,2,3,100,"moderate","t",75,33,1,1,1,"Pull-out Sofa",TRUE
30.2706,-97.71791,"Entire home/apt",500,1,2,96.176,"flexible","f",0,0,3.5,3,3,"Real Bed",FALSE
30.26032,-97.77363,"Entire home/apt",100,1,1,96.176,"flexible","f",1,0,1,0,1,"Real Bed",FALSE
30.28303,-97.69149,"Private room",70,1,2,92,"strict_14_with_grace_period","t",12,8,1.5,1,1,"Futon",TRUE
30.20493,-97.80634,"Private room",99,2,1,100,"flexible","f",3,0,1,1,1,"Real Bed",TRUE
30.26453,-97.73959,"Entire home/apt",150,1,1,95,"moderate","t",100,59,1,1,3,"Real Bed",TRUE
30.15481,-97.7551,"Entire home/apt",500,1,2,96.176,"flexible","f",0,0,3,3,4,"Real Bed",FALSE
30.2622,-97.72675,"Entire home/apt",185,1,2,99,"flexible","f",19,10,2,2,2,"Real Bed",TRUE
30.27511,-97.81009,"Entire home/apt",325,1,3,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.23402,-97.73119,"Entire home/apt",65,1,1,98,"moderate","t",59,37,1,1,1,"Real Bed",TRUE
30.25947,-97.80228,"Private room",45,1,5,100,"moderate","f",1,0,1,1,1,"Real Bed",TRUE
30.25527,-97.68486,"Entire home/apt",90,1,1,93,"moderate","f",3,0,1,1,1,"Real Bed",TRUE
30.23238,-97.73676,"Entire home/apt",185,1,1,96.176,"flexible","f",0,0,1,1,2,"Real Bed",FALSE
30.31597,-97.72078,"Private room",52,2,2,99,"flexible","t",28,13,1,1,1,"Real Bed",TRUE
30.25827,-97.79163,"Entire home/apt",100,1,2,40,"flexible","f",1,0,1,1,3,"Real Bed",TRUE
30.24251,-97.72506,"Private room",75,2,1,98,"moderate","t",102,52,1.5,1,1,"Real Bed",TRUE
30.27594,-97.76154,"Entire home/apt",175,2,1,97,"moderate","t",92,50,1,2,2,"Real Bed",TRUE
30.24799,-97.74988,"Entire home/apt",200,3,1,98,"flexible","t",28,22,1,1,1,"Real Bed",TRUE
30.26828,-97.71899,"Private room",75,1,2,100,"flexible","f",3,0,1,1,2,"Real Bed",TRUE
30.22563,-97.74026,"Entire home/apt",175,1,2,99,"moderate","t",26,16,2.5,2,2,"Real Bed",TRUE
30.22812,-97.72119,"Entire home/apt",225,4,2,100,"strict_14_with_grace_period","f",4,0,2,3,3,"Real Bed",TRUE
30.26025,-97.70508,"Entire home/apt",95,4,2,98,"strict_14_with_grace_period","t",8,5,1,1,1,"Real Bed",TRUE
30.28349,-97.75816,"Entire home/apt",350,4,2,97,"strict_14_with_grace_period","f",40,15,4,5,7,"Real Bed",TRUE
30.20243,-97.83792,"Private room",33,2,1,96.176,"moderate","f",0,0,1,1,1,"Real Bed",FALSE
30.24029,-97.78628,"Entire home/apt",250,1,3,100,"flexible","f",6,0,1,1,1,"Real Bed",TRUE
30.23301,-97.83888,"Private room",100,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.22804,-97.73548,"Entire home/apt",99,2,2,99,"strict_14_with_grace_period","t",43,21,1,1,2,"Real Bed",TRUE
30.1882,-97.74426,"Entire home/apt",120,3,1,98,"strict_14_with_grace_period","t",53,33,1.5,2,4,"Real Bed",TRUE
30.26019,-97.77148,"Entire home/apt",200,4,2,100,"moderate","f",2,0,1.5,2,4,"Real Bed",TRUE
30.3007,-97.75212,"Entire home/apt",500,8,3,100,"strict_14_with_grace_period","t",12,9,4,5,6,"Real Bed",TRUE
30.19799,-97.69638,"Private room",65,1,2,100,"flexible","f",2,0,1,1,1,"Real Bed",TRUE
30.27359,-97.68677,"Entire home/apt",80,4,3,98,"moderate","t",42,33,1,2,2,"Real Bed",TRUE
30.33561,-97.69573,"Entire home/apt",325,1,2,98,"strict_14_with_grace_period","t",47,31,2.5,3,3,"Real Bed",TRUE
30.27707,-97.76148,"Private room",55,1,2,99,"moderate","t",74,41,1,1,1,"Real Bed",TRUE
30.235,-97.7669,"Entire home/apt",495,1,2,100,"strict_14_with_grace_period","t",26,20,2.5,2,2,"Real Bed",TRUE
30.28281,-97.70692,"Private room",58,2,2,100,"moderate","f",8,1,1,1,1,"Real Bed",TRUE
30.2575,-97.78728,"Private room",55,4,1,94,"flexible","f",14,4,1,1,2,"Real Bed",TRUE
30.22523,-97.74553,"Entire home/apt",350,3,3,95,"moderate","f",6,0,1,1,2,"Real Bed",TRUE
30.38671,-97.74612,"Entire home/apt",99,1,1,96,"flexible","f",6,1,1,1,2,"Real Bed",TRUE
30.25622,-97.74653,"Entire home/apt",89,1,2,89,"moderate","f",16,5,1,0,1,"Real Bed",TRUE
30.27879,-97.70684,"Entire home/apt",110,1,1,98,"strict_14_with_grace_period","t",203,120,1,1,1,"Real Bed",TRUE
30.27529,-97.70684,"Private room",89,1,2,100,"flexible","f",2,0,1,1,1,"Real Bed",TRUE
30.22988,-97.71422,"Private room",35,1,1,93,"flexible","f",3,0,1,1,1,"Real Bed",TRUE
30.23333,-97.59414,"Private room",40,2,1,90,"strict_14_with_grace_period","f",7,0,1,1,1,"Real Bed",TRUE
30.26063,-97.7866,"Entire home/apt",150,2,1,100,"flexible","f",4,0,1,2,2,"Real Bed",TRUE
30.25341,-97.76216,"Entire home/apt",75,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.29413,-97.96823,"Entire home/apt",150,1,1,100,"moderate","f",12,1,3,4,4,"Real Bed",TRUE
30.17729,-97.76346,"Shared room",29,1,2,83,"flexible","f",7,4,1,1,1,"Real Bed",TRUE
30.40579,-97.71148,"Entire home/apt",56,1,2,96,"flexible","f",5,0,1,1,2,"Real Bed",TRUE
30.26439,-97.71882,"Entire home/apt",75,1,2,90,"flexible","f",2,0,1,0,1,"Futon",TRUE
30.26069,-97.76672,"Private room",84,1,1,100,"flexible","f",1,0,1,3,3,"Real Bed",TRUE
30.21026,-97.84671,"Private room",33,2,2,100,"flexible","f",2,0,1.5,1,1,"Real Bed",TRUE
30.31076,-97.69627,"Private room",45,1,1,99,"flexible","t",60,46,1,1,1,"Real Bed",TRUE
30.23757,-97.76717,"Entire home/apt",194,8,2,97,"strict_14_with_grace_period","t",90,51,2,4,9,"Real Bed",TRUE
30.2546,-97.7545,"Private room",75,1,2,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.16027,-97.77822,"Private room",21,2,2,99,"flexible","t",33,33,1.5,1,1,"Real Bed",TRUE
30.26667,-97.7843,"Entire home/apt",165,1,1,100,"moderate","f",2,0,1,1,1,"Real Bed",TRUE
30.26747,-97.69804,"Entire home/apt",136,5,3,99,"moderate","f",37,37,3,3,6,"Real Bed",TRUE
30.42619,-97.84434,"Entire home/apt",100,2,4,97,"strict_14_with_grace_period","t",15,6,2,2,3,"Real Bed",TRUE
30.27898,-97.76479,"Entire home/apt",200,1,2,100,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.28018,-97.75467,"Entire home/apt",125,1,2,100,"moderate","t",46,37,1,1,1,"Real Bed",TRUE
30.24416,-97.74013,"Entire home/apt",200,4,2,93,"super_strict_30","f",6,5,2,2,2,"Real Bed",TRUE
30.22809,-97.86831,"Entire home/apt",200,1,5,96.176,"moderate","f",0,0,2.5,4,10,"Real Bed",FALSE
30.41738,-97.94309,"Entire home/apt",159,1,1,100,"flexible","t",67,34,1,1,2,"Real Bed",TRUE
30.24416,-97.72469,"Entire home/apt",125,5,2,99,"moderate","t",80,40,1,2,3,"Real Bed",TRUE
30.38135,-97.6987,"Private room",40,1,1,100,"flexible","f",2,0,1.5,3,1,"Real Bed",TRUE
30.23279,-97.84922,"Entire home/apt",38,2,2,96,"strict_14_with_grace_period","f",5,5,1.5,1,1,"Real Bed",TRUE
30.29801,-97.74305,"Entire home/apt",225,1,2,100,"strict_14_with_grace_period","t",20,12,1,2,2,"Real Bed",TRUE
30.26049,-97.78655,"Entire home/apt",198,1,2,100,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.24282,-97.74558,"Private room",100,1,1,100,"flexible","f",10,0,1,2,2,"Real Bed",TRUE
30.22459,-97.70272,"Private room",49,1,1,99,"moderate","t",57,17,1.5,1,1,"Real Bed",TRUE
30.3211,-97.74068,"Entire home/apt",204,4,2,97,"strict_14_with_grace_period","t",35,22,2,3,4,"Real Bed",TRUE
30.34111,-97.72083,"Entire home/apt",198,1,2,98,"strict_14_with_grace_period","t",53,39,3,3,5,"Real Bed",TRUE
30.24501,-97.74212,"Entire home/apt",275,2,2,100,"moderate","t",4,3,1.5,2,3,"Real Bed",TRUE
30.2451,-97.74242,"Entire home/apt",186,2,2,100,"moderate","t",21,18,1,2,2,"Real Bed",TRUE
30.22492,-97.7438,"Entire home/apt",95,1,2,96,"moderate","t",84,46,2,2,2,"Real Bed",TRUE
30.25936,-97.7873,"Entire home/apt",95,1,1,93,"flexible","f",3,0,1,1,2,"Real Bed",TRUE
30.24564,-97.74366,"Private room",45,1,2,99,"strict_14_with_grace_period","t",60,29,1,1,1,"Real Bed",TRUE
30.29853,-97.79125,"Entire home/apt",250,1,3,96.176,"flexible","f",0,0,1,2,2,"Real Bed",FALSE
30.36583,-97.711,"Entire home/apt",70,2,1,98,"moderate","t",153,82,1,1,2,"Real Bed",TRUE
30.28725,-97.7468,"Entire home/apt",125,2,1,70,"flexible","f",6,5,1,1,3,"Real Bed",TRUE
30.31925,-97.66821,"Entire home/apt",325,10,3,99,"moderate","t",64,45,2.5,4,5,"Real Bed",TRUE
30.25959,-97.71562,"Entire home/apt",99,1,3,99,"moderate","f",39,1,1,0,1,"Real Bed",TRUE
30.42473,-97.72189,"Private room",88,1,1,100,"flexible","f",4,3,1,2,2,"Real Bed",TRUE
30.22292,-97.70428,"Entire home/apt",129,6,2,99,"moderate","t",61,36,2.5,3,4,"Real Bed",TRUE
30.2694,-97.74794,"Entire home/apt",400,5,2,96,"strict_14_with_grace_period","f",9,1,2,2,4,"Real Bed",TRUE
30.25293,-97.76733,"Entire home/apt",86,2,1,92,"strict_14_with_grace_period","f",75,48,1,2,2,"Real Bed",TRUE
30.24916,-97.77409,"Entire home/apt",72,2,1,95,"strict_14_with_grace_period","f",77,47,1,1,2,"Real Bed",TRUE
30.24863,-97.77784,"Entire home/apt",450,1,3,96.176,"strict_14_with_grace_period","f",0,0,2.5,3,3,"Real Bed",FALSE
30.19322,-97.73443,"Private room",250,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.24099,-97.74008,"Entire home/apt",100,2,1,97,"moderate","f",15,7,1,1,2,"Real Bed",TRUE
30.38683,-97.91842,"Entire home/apt",49,3,1,99,"moderate","t",199,137,1,2,2,"Real Bed",TRUE
30.30603,-97.75246,"Private room",170,1,2,98,"flexible","t",32,22,1,1,1,"Real Bed",TRUE
30.24633,-97.77251,"Entire home/apt",185,2,1,100,"strict_14_with_grace_period","f",2,0,1,1,1,"Real Bed",TRUE
30.28495,-97.71203,"Entire home/apt",100,1,1,99,"moderate","t",66,13,1,2,2,"Real Bed",TRUE
30.25754,-97.78806,"Entire home/apt",375,1,3,96.176,"flexible","f",0,0,1,2,3,"Real Bed",FALSE
30.26677,-97.72489,"Entire home/apt",108,6,2,97,"moderate","t",66,33,2,3,10,"Real Bed",TRUE
30.25877,-97.75621,"Private room",85,1,2,90,"flexible","f",2,0,1,1,1,"Real Bed",TRUE
30.2063,-97.77874,"Entire home/apt",134,2,3,98,"moderate","t",117,58,1,1,2,"Real Bed",TRUE
30.23732,-97.79333,"Entire home/apt",175,1,2,100,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.35779,-97.72929,"Entire home/apt",101,1,2,98,"flexible","f",8,0,1,2,2,"Real Bed",TRUE
30.25298,-97.7474,"Entire home/apt",300,1,3,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.23911,-97.752,"Private room",100,1,1,100,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.25343,-97.74786,"Entire home/apt",400,1,1,96.176,"flexible","f",0,0,2,2,2,"Real Bed",FALSE
30.3311,-97.7409,"Private room",35,1,2,95,"moderate","t",25,11,1,1,1,"Real Bed",TRUE
30.22521,-97.75455,"Entire home/apt",200,2,2,85,"flexible","f",5,4,1,1,2,"Real Bed",TRUE
30.26098,-97.72087,"Entire home/apt",150,1,2,100,"flexible","f",1,0,2,2,2,"Real Bed",TRUE
30.21512,-97.76562,"Entire home/apt",79,2,3,99,"moderate","f",14,5,1,2,2,"Real Bed",TRUE
30.26127,-97.77544,"Private room",61,1,2,99,"flexible","f",69,47,1,1,1,"Real Bed",TRUE
30.264,-97.73092,"Entire home/apt",250,3,2,90,"strict_14_with_grace_period","f",47,20,1,2,4,"Real Bed",TRUE
30.28993,-97.74643,"Entire home/apt",100,2,2,97,"flexible","f",7,0,1,1,1,"Real Bed",TRUE
30.33364,-97.66561,"Entire home/apt",50,1,2,95,"flexible","t",19,0,1,1,1,"Real Bed",TRUE
30.24887,-97.74679,"Entire home/apt",100,2,2,90,"moderate","f",13,0,1,0,1,"Real Bed",TRUE
30.23477,-97.76508,"Private room",95,1,1,100,"moderate","f",5,0,1,1,1,"Real Bed",TRUE
30.28229,-97.64733,"Entire home/apt",219,1,9,93,"strict_14_with_grace_period","f",3,0,3,3,4,"Real Bed",TRUE
30.44821,-97.77451,"Entire home/apt",112,4,2,100,"flexible","f",1,0,2,3,3,"Real Bed",TRUE
30.14166,-97.76469,"Private room",105,1,2,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.26546,-97.73024,"Entire home/apt",199,3,2,89,"strict_14_with_grace_period","f",48,24,1,2,4,"Real Bed",TRUE
30.21019,-97.76822,"Entire home/apt",300,1,2,100,"moderate","f",1,0,1,2,2,"Real Bed",TRUE
30.25811,-97.78995,"Private room",115,1,1,100,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.25909,-97.77292,"Entire home/apt",300,1,3,96.176,"flexible","f",1,0,1,1,1,"Real Bed",FALSE
30.288,-97.77229,"Entire home/apt",215,1,10,93,"flexible","f",3,0,1,2,2,"Real Bed",TRUE
30.19801,-97.7024,"Entire home/apt",450,8,2,99,"moderate","t",26,16,2.5,3,3,"Real Bed",TRUE
30.25075,-97.72254,"Private room",90,1,1,99,"moderate","t",87,56,1,1,1,"Real Bed",TRUE
30.31275,-97.71765,"Private room",90,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.30455,-97.75692,"Private room",90,1,2,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.2563,-97.74702,"Entire home/apt",295,1,1,90,"strict_14_with_grace_period","f",80,40,1,1,2,"Real Bed",TRUE
30.38256,-97.87306,"Entire home/apt",180,1,2,96,"flexible","f",11,0,2,2,2,"Real Bed",TRUE
30.27284,-97.72276,"Private room",450,1,1,99,"flexible","t",49,47,2,1,1,"Real Bed",TRUE
30.22658,-97.79211,"Entire home/apt",475,5,2,98,"strict_14_with_grace_period","t",38,25,2,4,14,"Real Bed",TRUE
30.26595,-97.71575,"Entire home/apt",482,2,2,96,"strict_14_with_grace_period","f",34,17,1,0,2,"Real Bed",TRUE
30.27108,-97.74642,"Entire home/apt",400,1,4,100,"strict_14_with_grace_period","t",1,1,1,0,2,"Real Bed",TRUE
30.39256,-97.72323,"Entire home/apt",50,1,1,96.176,"flexible","f",2,0,1,1,1,"Real Bed",FALSE
30.25598,-97.72769,"Entire home/apt",100,1,1,99,"moderate","t",142,96,1,1,1,"Real Bed",TRUE
30.22208,-97.69391,"Entire home/apt",250,1,3,100,"flexible","f",1,0,2,2,2,"Real Bed",TRUE
30.32898,-97.75199,"Private room",49,1,1,98,"flexible","f",8,0,1,1,1,"Real Bed",TRUE
30.23776,-97.7486,"Private room",80,1,1,95,"flexible","f",4,0,1,1,1,"Real Bed",TRUE
30.49773,-97.77872,"Private room",50,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.36349,-97.71261,"Entire home/apt",300,4,2,100,"moderate","f",2,0,2,3,4,"Real Bed",TRUE
30.27089,-97.74693,"Entire home/apt",333,1,4,100,"strict_14_with_grace_period","t",2,1,1,1,2,"Real Bed",TRUE
30.22259,-97.70226,"Entire home/apt",85,4,2,98,"strict_14_with_grace_period","t",111,69,2.5,3,4,"Real Bed",TRUE
30.2881,-97.74569,"Shared room",25,1,1,83,"flexible","f",13,0,1,1,2,"Real Bed",TRUE
30.22838,-97.76648,"Entire home/apt",73,1,2,100,"flexible","f",3,1,1,1,1,"Real Bed",TRUE
30.24255,-97.73044,"Private room",95,1,2,99,"moderate","t",14,7,1,1,1,"Real Bed",TRUE
30.22965,-97.73602,"Entire home/apt",55,1,2,100,"flexible","f",1,0,1,1,1,"Real Bed",TRUE
30.2584,-97.7133,"Entire home/apt",420,1,4,100,"flexible","f",1,0,2.5,3,5,"Real Bed",TRUE
30.25317,-97.72476,"Private room",99,1,2,95,"moderate","f",11,2,1,1,2,"Real Bed",TRUE
30.31727,-97.72878,"Private room",80,1,2,96.176,"moderate","f",0,0,1,1,1,"Real Bed",FALSE
30.28137,-97.71567,"Entire home/apt",200,1,2,100,"flexible","f",1,0,1,1,2,"Real Bed",TRUE
30.26814,-97.72637,"Entire home/apt",119,1,2,99,"moderate","t",71,34,1,2,2,"Real Bed",TRUE
30.37278,-97.7094,"Entire home/apt",119,3,1,97,"flexible","t",57,33,2,3,3,"Real Bed",TRUE
30.27604,-97.67921,"Private room",40,1,5,100,"moderate","f",10,0,1,1,1,"Real Bed",TRUE
30.27501,-97.75123,"Entire home/apt",250,1,2,100,"strict_14_with_grace_period","f",2,0,1.5,2,2,"Real Bed",TRUE
30.24554,-97.7749,"Entire home/apt",150,1,2,100,"moderate","f",12,7,1,1,1,"Real Bed",TRUE
30.51228,-97.74203,"Entire home/apt",82,4,1,98,"strict_14_with_grace_period","f",29,16,2,3,5,"Real Bed",TRUE
30.26141,-97.77456,"Entire home/apt",91,1,2,100,"flexible","f",2,0,1,1,1,"Real Bed",TRUE
30.26665,-97.7205,"Private room",102,1,1,100,"moderate","f",9,0,1,1,1,"Real Bed",TRUE
30.22683,-97.80906,"Private room",32,1,2,97,"flexible","f",31,19,1,1,1,"Real Bed",TRUE
30.26198,-97.76447,"Entire home/apt",200,2,2,90,"strict_14_with_grace_period","f",2,1,1,1,1,"Real Bed",TRUE
30.20469,-97.79194,"Private room",70,2,1,100,"moderate","f",3,3,1,1,1,"Real Bed",TRUE
30.15834,-97.78206,"Private room",22,1,2,100,"flexible","t",16,16,1,1,1,"Real Bed",TRUE
30.24861,-97.74192,"Entire home/apt",175,1,2,100,"flexible","t",54,33,1,2,2,"Real Bed",TRUE
30.09808,-97.66277,"Entire home/apt",256,4,2,100,"moderate","f",5,0,1,2,7,"Real Bed",TRUE
30.20654,-97.83507,"Shared room",200,1,3,96.176,"flexible","f",0,0,2,1,2,"Real Bed",FALSE
30.23202,-97.70456,"Entire home/apt",300,4,1,100,"strict_14_with_grace_period","t",42,13,2.5,2,2,"Real Bed",TRUE
30.21753,-97.79319,"Private room",95,2,2,96,"strict_14_with_grace_period","t",9,3,1,1,1,"Real Bed",TRUE
30.25933,-97.75566,"Entire home/apt",200,1,2,97,"moderate","f",84,41,2,3,4,"Real Bed",TRUE
30.22417,-97.7415,"Private room",140,1,1,96.176,"flexible","f",0,0,1,1,2,"Real Bed",FALSE
30.24388,-97.75827,"Private room",60,1,1,96,"flexible","f",22,0,1,1,1,"Real Bed",TRUE
30.26571,-97.7411,"Entire home/apt",350,3,3,93,"moderate","f",16,9,1,1,1,"Real Bed",TRUE
30.37962,-97.96312,"Entire home/apt",250,4,2,99,"strict_14_with_grace_period","t",19,11,2,2,3,"Real Bed",TRUE
30.27064,-97.72625,"Private room",60,1,1,100,"moderate","f",6,0,4,1,1,"Real Bed",TRUE
30.29935,-97.67653,"Entire home/apt",400,1,3,100,"moderate","f",3,3,2,3,6,"Real Bed",TRUE
30.28276,-97.76106,"Entire home/apt",125,2,2,100,"moderate","t",23,18,1,1,2,"Real Bed",TRUE
30.20161,-97.74071,"Private room",197,2,1,100,"flexible","f",11,1,1.5,1,1,"Real Bed",TRUE
30.2622,-97.80078,"Entire home/apt",60,1,2,98,"moderate","f",9,1,1,0,1,"Real Bed",TRUE
30.25531,-97.76357,"Entire home/apt",210,1,2,100,"flexible","f",1,0,2,2,3,"Real Bed",TRUE
30.26477,-97.74392,"Entire home/apt",200,1,2,93,"strict_14_with_grace_period","f",3,0,1,0,2,"Real Bed",TRUE
30.22732,-97.8352,"Private room",100,2,2,100,"moderate","f",2,0,1,2,1,"Real Bed",TRUE
30.25496,-97.74665,"Private room",245,1,1,96.176,"flexible","f",0,0,1,1,1,"Real Bed",FALSE
30.30727,-97.71699,"Entire home/apt",249,8,2,99,"moderate","t",25,16,2,3,5,"Real Bed",TRUE
30.2598,-97.74733,"Entire home/apt",400,1,2,100,"strict_14_with_grace_period","f",1,0,2,2,4,"Real Bed",TRUE
30.32345,-97.74147,"Entire home/apt",100,4,2,90,"super_strict_30","f",21,6,1,2,5,"Real Bed",TRUE
